Position (mm) Run #1	Light Intensity (%) Run #1
-8.13	0.6
-8.19	0.6
-8.25	0.6
-8.30	0.6
-8.35	0.5
-8.40	0.5
-8.45	0.5
-8.51	0.5
-8.56	0.5
-8.61	0.5
-8.66	0.5
-8.72	0.5
-8.78	0.5
-8.84	0.5
-8.90	0.6
-8.96	0.6
-9.03	0.6
-9.09	0.6
-9.16	0.6
-9.23	0.6
-9.31	0.6
-9.38	0.6
-9.45	0.6
-9.53	0.6
-9.60	0.5
-9.67	0.5
-9.74	0.5
-9.81	0.5
-9.87	0.5
-9.93	0.5
-9.99	0.5
-10.04	0.5
-10.10	0.6
-10.15	0.5
-10.20	0.5
-10.26	0.5
-10.32	0.6
-10.38	0.6
-10.44	0.6
-10.50	0.6
-10.55	0.6
-10.62	0.6
-10.68	0.6
-10.75	0.6
-10.82	0.6
-10.90	0.5
-10.97	0.5
-11.04	0.5
-11.10	0.5
-11.15	0.5
-11.20	0.5
-11.25	0.5
-11.29	0.5
-11.33	0.5
-11.38	0.5
-11.43	0.5
-11.49	0.5
-11.54	0.5
-11.60	0.5
-11.65	0.5
-11.71	0.5
-11.77	0.5
-11.83	0.5
-11.88	0.5
-11.93	0.5
-11.98	0.5
-12.03	0.5
-12.07	0.5
-12.12	0.5
-12.17	0.5
-12.21	0.5
-12.26	0.5
-12.32	0.5
-12.37	0.5
-12.43	0.5
-12.48	0.5
-12.53	0.5
-12.57	0.5
-12.61	0.5
-12.65	0.5
-12.68	0.5
-12.71	0.5
-12.74	0.5
-12.77	0.5
-12.80	0.5
-12.83	0.5
-12.86	0.5
-12.89	0.5
-12.93	0.5
-12.98	0.5
-13.02	0.5
-13.07	0.5
-13.12	0.5
-13.17	0.5
-13.22	0.5
-13.27	0.5
-13.33	0.5
-13.39	0.5
-13.45	0.5
-13.51	0.5
-13.57	0.5
-13.63	0.5
-13.69	0.5
-13.76	0.5
-13.83	0.5
-13.89	0.5
-13.96	0.5
-14.02	0.5
-14.09	0.5
-14.15	0.5
-14.20	0.5
-14.25	0.5
-14.31	0.5
-14.35	0.5
-14.40	0.5
-14.45	0.5
-14.49	0.5
-14.53	0.5
-14.57	0.5
-14.61	0.5
-14.64	0.5
-14.67	0.5
-14.71	0.5
-14.73	0.5
-14.76	0.5
-14.78	0.5
-14.81	0.5
-14.83	0.5
-14.84	0.5
-14.86	0.5
-14.88	0.5
-14.90	0.5
-14.92	0.5
-14.95	0.5
-14.97	0.5
-15.01	0.5
-15.03	0.5
-15.07	0.5
-15.10	0.5
-15.13	0.5
-15.16	0.5
-15.19	0.5
-15.22	0.5
-15.26	0.5
-15.30	0.5
-15.34	0.5
-15.39	0.5
-15.43	0.5
-15.46	0.5
-15.49	0.5
-15.52	0.5
-15.54	0.5
-15.56	0.5
-15.58	0.5
-15.61	0.5
-15.64	0.5
-15.67	0.5
-15.71	0.5
-15.74	0.5
-15.77	0.5
-15.80	0.5
-15.83	0.5
-15.86	0.5
-15.89	0.5
-15.92	0.5
-15.95	0.5
-15.99	0.5
-16.02	0.5
-16.06	0.5
-16.10	0.6
-16.14	0.5
-16.18	0.5
-16.23	0.5
-16.27	0.5
-16.31	0.5
-16.34	0.5
-16.38	0.5
-16.41	0.5
-16.45	0.5
-16.48	0.5
-16.52	0.5
-16.55	0.5
-16.58	0.5
-16.62	0.5
-16.66	0.5
-16.70	0.5
-16.75	0.5
-16.80	0.5
-16.85	0.5
-16.90	0.6
-16.95	0.6
-17.00	0.6
-17.05	0.6
-17.09	0.6
-17.13	0.6
-17.18	0.6
-17.23	0.6
-17.27	0.6
-17.31	0.6
-17.35	0.6
-17.40	0.6
-17.44	0.6
-17.49	0.5
-17.53	0.5
-17.58	0.5
-17.62	0.5
-17.67	0.5
-17.71	0.5
-17.75	0.5
-17.78	0.5
-17.82	0.5
-17.85	0.5
-17.89	0.5
-17.93	0.5
-17.96	0.5
-18.00	0.5
-18.03	0.6
-18.07	0.6
-18.11	0.6
-18.16	0.6
-18.22	0.6
-18.27	0.6
-18.32	0.6
-18.37	0.6
-18.43	0.6
-18.48	0.6
-18.54	0.6
-18.59	0.6
-18.63	0.6
-18.69	0.6
-18.74	0.6
-18.79	0.5
-18.85	0.5
-18.90	0.5
-18.96	0.5
-19.02	0.5
-19.08	0.5
-19.14	0.5
-19.20	0.5
-19.26	0.6
-19.32	0.6
-19.37	0.6
-19.42	0.6
-19.47	0.7
-19.53	0.7
-19.59	0.7
-19.64	0.7
-19.69	0.7
-19.74	0.7
-19.79	0.7
-19.84	0.7
-19.89	0.7
-19.95	0.6
-20.00	0.6
-20.05	0.6
-20.10	0.6
-20.15	0.5
-20.21	0.5
-20.27	0.5
-20.35	0.5
-20.41	0.5
-20.48	0.5
-20.55	0.6
-20.61	0.6
-20.67	0.6
-20.73	0.7
-20.78	0.7
-20.83	0.7
-20.88	0.7
-20.93	0.8
-20.98	0.8
-21.03	0.8
-21.08	0.7
-21.12	0.7
-21.15	0.7
-21.19	0.7
-21.22	0.7
-21.25	0.7
-21.29	0.7
-21.32	0.6
-21.35	0.6
-21.39	0.6
-21.42	0.6
-21.46	0.6
-21.49	0.5
-21.53	0.5
-21.56	0.5
-21.59	0.5
-21.63	0.5
-21.66	0.5
-21.69	0.5
-21.71	0.5
-21.74	0.5
-21.77	0.5
-21.81	0.6
-21.84	0.6
-21.88	0.6
-21.91	0.6
-21.94	0.6
-21.97	0.6
-21.99	0.7
-22.02	0.7
-22.04	0.7
-22.07	0.7
-22.10	0.7
-22.14	0.7
-22.17	0.7
-22.21	0.8
-22.24	0.8
-22.28	0.8
-22.31	0.8
-22.35	0.8
-22.38	0.8
-22.41	0.8
-22.45	0.8
-22.48	0.8
-22.51	0.8
-22.55	0.7
-22.59	0.7
-22.63	0.7
-22.66	0.7
-22.70	0.7
-22.74	0.6
-22.77	0.6
-22.81	0.6
-22.83	0.6
-22.86	0.6
-22.88	0.6
-22.91	0.6
-22.93	0.5
-22.95	0.5
-22.97	0.5
-23.00	0.5
-23.03	0.5
-23.05	0.5
-23.07	0.5
-23.09	0.5
-23.12	0.5
-23.14	0.5
-23.17	0.5
-23.20	0.5
-23.23	0.6
-23.26	0.6
-23.30	0.6
-23.33	0.6
-23.37	0.6
-23.40	0.7
-23.43	0.7
-23.47	0.7
-23.50	0.7
-23.53	0.7
-23.57	0.8
-23.60	0.8
-23.63	0.8
-23.66	0.8
-23.69	0.8
-23.71	0.8
-23.74	0.8
-23.76	0.8
-23.79	0.8
-23.81	0.8
-23.83	0.8
-23.85	0.8
-23.88	0.8
-23.91	0.8
-23.93	0.8
-23.97	0.7
-24.00	0.7
-24.03	0.7
-24.06	0.7
-24.10	0.6
-24.13	0.6
-24.17	0.6
-24.20	0.6
-24.23	0.6
-24.26	0.5
-24.29	0.5
-24.31	0.5
-24.33	0.5
-24.35	0.5
-24.37	0.5
-24.39	0.5
-24.41	0.5
-24.43	0.5
-24.45	0.5
-24.46	0.5
-24.47	0.5
-24.49	0.5
-24.49	0.5
-24.50	0.5
-24.52	0.6
-24.53	0.6
-24.54	0.6
-24.56	0.6
-24.58	0.6
-24.61	0.6
-24.63	0.6
-24.65	0.6
-24.68	0.6
-24.70	0.7
-24.71	0.7
-24.73	0.7
-24.75	0.7
-24.77	0.7
-24.79	0.7
-24.82	0.7
-24.84	0.7
-24.86	0.7
-24.89	0.8
-24.91	0.8
-24.93	0.8
-24.96	0.8
-24.98	0.8
-25.01	0.8
-25.04	0.8
-25.07	0.8
-25.09	0.8
-25.12	0.8
-25.18	0.8
-25.27	0.8
-25.37	0.7
-25.45	0.7
-25.51	0.6
-25.56	0.5
-25.61	0.5
-25.65	0.5
-25.67	0.5
-25.70	0.5
-25.72	0.5
-25.74	0.5
-25.76	0.5
-25.78	0.5
-25.79	0.5
-25.81	0.5
-25.83	0.6
-25.84	0.6
-25.86	0.6
-25.87	0.6
-25.87	0.6
-25.88	0.6
-25.88	0.6
-25.89	0.6
-25.90	0.6
-25.91	0.6
-25.94	0.6
-25.97	0.6
-26.00	0.6
-26.04	0.7
-26.08	0.7
-26.12	0.7
-26.15	0.7
-26.19	0.8
-26.22	0.8
-26.25	0.8
-26.27	0.8
-26.30	0.7
-26.32	0.7
-26.35	0.7
-26.37	0.7
-26.40	0.7
-26.43	0.7
-26.47	0.7
-26.51	0.7
-26.55	0.6
-26.59	0.6
-26.62	0.6
-26.65	0.6
-26.68	0.6
-26.70	0.6
-26.72	0.5
-26.74	0.5
-26.76	0.5
-26.78	0.5
-26.80	0.5
-26.83	0.5
-26.86	0.5
-26.88	0.5
-26.91	0.5
-26.94	0.5
-26.96	0.5
-26.98	0.5
-27.01	0.5
-27.03	0.5
-27.06	0.6
-27.09	0.6
-27.12	0.6
-27.15	0.6
-27.17	0.6
-27.19	0.6
-27.22	0.6
-27.24	0.6
-27.26	0.6
-27.28	0.6
-27.31	0.7
-27.33	0.7
-27.36	0.7
-27.38	0.7
-27.41	0.7
-27.43	0.7
-27.46	0.7
-27.48	0.7
-27.51	0.7
-27.53	0.7
-27.55	0.7
-27.58	0.7
-27.61	0.7
-27.64	0.7
-27.67	0.7
-27.70	0.6
-27.73	0.6
-27.76	0.6
-27.79	0.6
-27.82	0.6
-27.85	0.6
-27.87	0.6
-27.90	0.6
-27.93	0.6
-27.95	0.5
-27.98	0.5
-28.01	0.5
-28.04	0.5
-28.07	0.5
-28.10	0.5
-28.13	0.5
-28.15	0.5
-28.18	0.5
-28.21	0.5
-28.23	0.5
-28.25	0.5
-28.27	0.5
-28.30	0.5
-28.33	0.5
-28.36	0.5
-28.40	0.6
-28.44	0.6
-28.47	0.6
-28.52	0.6
-28.56	0.6
-28.60	0.6
-28.65	0.6
-28.69	0.6
-28.74	0.6
-28.79	0.6
-28.83	0.6
-28.88	0.6
-28.92	0.6
-28.97	0.6
-29.01	0.6
-29.06	0.6
-29.11	0.6
-29.15	0.5
-29.20	0.5
-29.25	0.5
-29.30	0.5
-29.34	0.5
-29.39	0.5
-29.43	0.5
-29.48	0.5
-29.52	0.5
-29.57	0.5
-29.62	0.5
-29.66	0.5
-29.71	0.5
-29.75	0.5
-29.80	0.5
-29.84	0.5
-29.89	0.5
-29.94	0.6
-29.99	0.5
-30.05	0.6
-30.10	0.5
-30.15	0.5
-30.20	0.5
-30.24	0.5
-30.29	0.5
-30.34	0.5
-30.39	0.5
-30.46	0.5
-30.52	0.5
-30.58	0.5
-30.65	0.5
-30.72	0.5
-30.79	0.5
-30.86	0.5
-30.92	0.5
-30.98	0.5
-31.04	0.5
-31.10	0.5
-31.16	0.5
-31.23	0.5
-31.29	0.5
-31.34	0.5
-31.40	0.5
-31.44	0.5
-31.49	0.5
-31.53	0.5
-31.57	0.5
-31.61	0.5
-31.65	0.5
-31.69	0.5
-31.73	0.5
-31.77	0.5
-31.82	0.5
-31.87	0.5
-31.91	0.5
-31.96	0.5
-32.01	0.5
-32.05	0.5
-32.08	0.5
-32.12	0.5
-32.15	0.5
-32.19	0.5
-32.22	0.5
-32.26	0.5
-32.29	0.5
-32.33	0.5
-32.35	0.5
-32.38	0.5
-32.41	0.5
-32.43	0.5
-32.45	0.5
-32.47	0.5
-32.50	0.5
-32.53	0.5
-32.57	0.5
-32.62	0.5
-32.66	0.5
-32.71	0.5
-32.76	0.5
-32.79	0.5
-32.83	0.5
-32.87	0.5
-32.90	0.5
-32.93	0.5
-32.95	0.5
-32.97	0.5
-33.00	0.5
-33.02	0.5
-33.05	0.5
-33.08	0.5
-33.11	0.5
-33.14	0.5
-33.17	0.5
-33.20	0.5
-33.23	0.5
-33.26	0.5
-33.29	0.5
-33.32	0.5
-33.35	0.5
-33.38	0.5
-33.40	0.5
-33.42	0.5
-33.46	0.5
-33.49	0.5
-33.52	0.5
-33.55	0.5
-33.59	0.5
-33.63	0.5
-33.68	0.5
-33.72	0.5
-33.77	0.5
-33.82	0.5
-33.87	0.5
-33.92	0.5
-33.97	0.6
-34.01	0.6
-34.06	0.6
-34.10	0.6
-34.14	0.6
-34.18	0.6
-34.22	0.6
-34.25	0.6
-34.28	0.6
-34.32	0.6
-34.34	0.6
-34.37	0.6
-34.40	0.6
-34.43	0.6
-34.46	0.6
-34.49	0.6
-34.53	0.6
-34.57	0.6
-34.61	0.6
-34.65	0.5
-34.69	0.5
-34.73	0.5
-34.77	0.5
-34.81	0.5
-34.85	0.5
-34.88	0.5
-34.92	0.5
-34.95	0.5
-34.98	0.5
-35.02	0.5
-35.06	0.6
-35.10	0.6
-35.14	0.6
-35.18	0.6
-35.22	0.6
-35.27	0.7
-35.31	0.7
-35.36	0.7
-35.40	0.7
-35.44	0.7
-35.48	0.7
-35.52	0.7
-35.56	0.7
-35.59	0.7
-35.62	0.7
-35.66	0.7
-35.69	0.7
-35.72	0.7
-35.75	0.7
-35.78	0.7
-35.81	0.6
-35.84	0.6
-35.88	0.6
-35.91	0.6
-35.94	0.6
-35.97	0.5
-35.99	0.5
-36.02	0.5
-36.05	0.5
-36.08	0.5
-36.11	0.5
-36.14	0.5
-36.17	0.5
-36.20	0.5
-36.23	0.6
-36.26	0.6
-36.28	0.6
-36.31	0.6
-36.34	0.7
-36.37	0.7
-36.40	0.7
-36.44	0.7
-36.47	0.8
-36.51	0.8
-36.54	0.8
-36.58	0.9
-36.61	0.9
-36.64	0.9
-36.67	0.9
-36.69	0.9
-36.72	0.9
-36.75	0.9
-36.77	0.9
-36.80	0.9
-36.83	0.9
-36.85	0.9
-36.88	0.9
-36.91	0.8
-36.94	0.8
-36.97	0.8
-37.00	0.7
-37.03	0.7
-37.07	0.7
-37.10	0.6
-37.14	0.6
-37.17	0.6
-37.20	0.6
-37.24	0.5
-37.27	0.5
-37.31	0.5
-37.35	0.5
-37.38	0.5
-37.42	0.6
-37.46	0.6
-37.50	0.6
-37.54	0.7
-37.57	0.7
-37.61	0.8
-37.65	0.8
-37.69	0.9
-37.72	0.9
-37.76	1.0
-37.79	1.0
-37.82	1.0
-37.85	1.1
-37.88	1.1
-37.91	1.1
-37.93	1.1
-37.96	1.1
-37.98	1.1
-38.01	1.1
-38.04	1.1
-38.07	1.1
-38.10	1.0
-38.13	1.0
-38.16	1.0
-38.19	0.9
-38.23	0.9
-38.26	0.8
-38.30	0.8
-38.34	0.7
-38.38	0.7
-38.42	0.6
-38.46	0.6
-38.50	0.6
-38.53	0.5
-38.57	0.5
-38.61	0.5
-38.64	0.5
-38.67	0.6
-38.71	0.6
-38.74	0.6
-38.77	0.7
-38.81	0.7
-38.85	0.8
-38.89	0.8
-38.92	0.9
-38.96	1.0
-39.00	1.1
-39.03	1.1
-39.06	1.2
-39.10	1.2
-39.13	1.2
-39.16	1.2
-39.19	1.3
-39.21	1.3
-39.24	1.3
-39.27	1.3
-39.29	1.3
-39.32	1.2
-39.34	1.2
-39.37	1.2
-39.39	1.2
-39.41	1.1
-39.42	1.1
-39.44	1.1
-39.45	1.1
-39.47	1.0
-39.49	1.0
-39.51	1.0
-39.54	1.0
-39.57	0.9
-39.60	0.9
-39.63	0.8
-39.67	0.7
-39.70	0.7
-39.74	0.6
-39.78	0.6
-39.82	0.6
-39.86	0.5
-39.89	0.5
-39.93	0.5
-39.97	0.6
-40.01	0.6
-40.05	0.6
-40.10	0.7
-40.14	0.8
-40.18	0.9
-40.22	1.0
-40.26	1.1
-40.30	1.2
-40.34	1.2
-40.38	1.3
-40.42	1.3
-40.46	1.4
-40.50	1.4
-40.55	1.4
-40.60	1.4
-40.65	1.4
-40.70	1.3
-40.74	1.3
-40.77	1.2
-40.80	1.1
-40.84	1.0
-40.87	1.0
-40.92	0.9
-40.97	0.8
-41.02	0.7
-41.08	0.7
-41.13	0.6
-41.18	0.5
-41.22	0.5
-41.25	0.5
-41.28	0.5
-41.31	0.6
-41.36	0.6
-41.42	0.7
-41.48	0.7
-41.54	0.9
-41.60	1.0
-41.65	1.2
-41.70	1.3
-41.74	1.4
-41.79	1.4
-41.83	1.5
-41.88	1.5
-41.93	1.4
-41.97	1.4
-42.02	1.4
-42.06	1.3
-42.10	1.3
-42.13	1.2
-42.17	1.1
-42.20	1.1
-42.22	1.0
-42.24	0.9
-42.27	0.9
-42.29	0.9
-42.32	0.8
-42.35	0.8
-42.39	0.7
-42.43	0.7
-42.47	0.6
-42.51	0.6
-42.55	0.5
-42.59	0.5
-42.63	0.5
-42.68	0.6
-42.72	0.6
-42.77	0.7
-42.81	0.7
-42.86	0.8
-42.91	0.9
-42.95	1.0
-43.00	1.1
-43.03	1.2
-43.06	1.3
-43.08	1.3
-43.09	1.3
-43.10	1.3
-43.11	1.3
-43.11	1.3
-43.12	1.3
-43.12	1.3
-43.13	1.3
-43.13	1.3
-43.14	1.3
-43.14	1.4
-43.15	1.4
-43.16	1.4
-43.16	1.4
-43.17	1.4
-43.19	1.4
-43.21	1.4
-43.23	1.4
-43.26	1.4
-43.29	1.4
-43.33	1.4
-43.36	1.3
-43.40	1.3
-43.44	1.3
-43.47	1.2
-43.50	1.1
-43.51	1.1
-43.52	1.0
-43.53	1.0
-43.54	1.0
-43.56	1.0
-43.58	1.0
-43.61	1.0
-43.65	0.9
-43.69	0.8
-43.73	0.7
-43.77	0.6
-43.81	0.6
-43.85	0.6
-43.89	0.5
-43.92	0.5
-43.95	0.5
-43.98	0.5
-44.01	0.6
-44.03	0.6
-44.05	0.6
-44.08	0.6
-44.10	0.7
-44.11	0.7
-44.13	0.7
-44.14	0.8
-44.16	0.8
-44.17	0.8
-44.19	0.8
-44.21	0.8
-44.22	0.9
-44.24	0.9
-44.26	0.9
-44.28	0.9
-44.30	1.0
-44.32	1.0
-44.34	1.0
-44.36	1.1
-44.38	1.1
-44.41	1.1
-44.44	1.2
-44.47	1.2
-44.49	1.2
-44.51	1.2
-44.53	1.2
-44.55	1.2
-44.57	1.2
-44.59	1.2
-44.61	1.2
-44.63	1.2
-44.65	1.2
-44.67	1.2
-44.69	1.2
-44.71	1.2
-44.73	1.2
-44.74	1.2
-44.76	1.1
-44.78	1.1
-44.79	1.1
-44.81	1.1
-44.83	1.1
-44.86	1.1
-44.90	1.0
-44.94	0.9
-44.97	0.9
-45.00	0.8
-45.04	0.7
-45.06	0.7
-45.09	0.7
-45.11	0.6
-45.13	0.6
-45.14	0.6
-45.15	0.6
-45.17	0.6
-45.19	0.6
-45.21	0.6
-45.23	0.5
-45.25	0.5
-45.27	0.5
-45.30	0.5
-45.31	0.5
-45.33	0.6
-45.35	0.6
-45.36	0.6
-45.38	0.6
-45.39	0.6
-45.41	0.6
-45.42	0.6
-45.43	0.7
-45.45	0.7
-45.47	0.7
-45.49	0.7
-45.51	0.8
-45.53	0.8
-45.55	0.8
-45.57	0.9
-45.58	0.9
-45.60	0.9
-45.62	0.9
-45.64	0.9
-45.66	1.0
-45.67	1.0
-45.69	1.0
-45.70	1.0
-45.72	1.0
-45.73	1.0
-45.75	1.0
-45.77	1.0
-45.79	1.0
-45.81	1.0
-45.84	1.0
-45.87	1.0
-45.91	1.0
-45.95	1.0
-45.98	1.0
-46.01	0.9
-46.03	0.9
-46.05	0.9
-46.07	0.8
-46.09	0.8
-46.12	0.8
-46.15	0.8
-46.18	0.7
-46.20	0.7
-46.23	0.6
-46.24	0.6
-46.25	0.6
-46.26	0.6
-46.28	0.6
-46.29	0.6
-46.31	0.6
-46.33	0.6
-46.35	0.6
-46.37	0.5
-46.40	0.5
-46.42	0.5
-46.45	0.5
-46.48	0.5
-46.50	0.5
-46.53	0.6
-46.56	0.6
-46.58	0.6
-46.61	0.6
-46.63	0.6
-46.65	0.6
-46.67	0.7
-46.69	0.7
-46.71	0.7
-46.73	0.7
-46.75	0.7
-46.78	0.7
-46.80	0.8
-46.82	0.8
-46.84	0.8
-46.86	0.8
-46.89	0.8
-46.91	0.8
-46.93	0.8
-46.96	0.8
-46.97	0.8
-47.00	0.8
-47.01	0.8
-47.03	0.8
-47.05	0.8
-47.07	0.8
-47.10	0.8
-47.12	0.8
-47.14	0.8
-47.16	0.8
-47.19	0.8
-47.21	0.8
-47.23	0.7
-47.26	0.7
-47.28	0.7
-47.30	0.7
-47.32	0.7
-47.35	0.7
-47.37	0.6
-47.39	0.6
-47.42	0.6
-47.44	0.6
-47.47	0.6
-47.49	0.6
-47.51	0.6
-47.54	0.6
-47.57	0.5
-47.59	0.5
-47.62	0.5
-47.65	0.5
-47.68	0.5
-47.71	0.5
-47.73	0.5
-47.75	0.5
-47.77	0.5
-47.79	0.5
-47.81	0.5
-47.83	0.6
-47.84	0.6
-47.86	0.6
-47.87	0.6
-47.89	0.6
-47.91	0.6
-47.93	0.6
-47.95	0.6
-47.97	0.6
-47.99	0.6
-48.02	0.6
-48.04	0.6
-48.07	0.6
-48.09	0.6
-48.11	0.7
-48.13	0.7
-48.15	0.7
-48.16	0.7
-48.18	0.7
-48.20	0.7
-48.22	0.7
-48.24	0.7
-48.26	0.7
-48.28	0.7
-48.31	0.7
-48.33	0.7
-48.36	0.7
-48.39	0.7
-48.43	0.7
-48.47	0.7
-48.51	0.7
-48.56	0.6
-48.60	0.6
-48.64	0.6
-48.68	0.6
-48.72	0.6
-48.75	0.6
-48.79	0.6
-48.82	0.5
-48.85	0.5
-48.88	0.5
-48.91	0.5
-48.94	0.5
-48.98	0.5
-49.02	0.5
-49.06	0.5
-49.09	0.5
-49.12	0.5
-49.15	0.5
-49.18	0.5
-49.21	0.6
-49.24	0.6
-49.27	0.6
-49.30	0.6
-49.33	0.6
-49.37	0.6
-49.40	0.6
-49.43	0.6
-49.47	0.6
-49.50	0.7
-49.54	0.7
-49.58	0.7
-49.61	0.7
-49.65	0.7
-49.68	0.7
-49.72	0.7
-49.75	0.7
-49.79	0.7
-49.82	0.7
-49.86	0.7
-49.89	0.7
-49.92	0.6
-49.95	0.6
-49.99	0.6
-50.02	0.6
-50.05	0.6
-50.08	0.6
-50.11	0.6
-50.14	0.5
-50.18	0.5
-50.21	0.5
-50.24	0.5
-50.27	0.5
-50.31	0.5
-50.34	0.5
-50.37	0.5
-50.40	0.5
-50.43	0.6
-50.45	0.6
-50.48	0.6
-50.51	0.6
-50.55	0.6
-50.59	0.6
-50.62	0.7
-50.67	0.7
-50.71	0.7
-50.76	0.8
-50.80	0.8
-50.84	0.9
-50.88	0.9
-50.92	0.9
-50.96	1.0
-51.00	1.0
-51.03	1.0
-51.07	1.0
-51.10	0.9
-51.13	0.9
-51.17	0.9
-51.21	0.9
-51.26	0.9
-51.30	0.8
-51.35	0.8
-51.40	0.7
-51.45	0.6
-51.49	0.6
-51.52	0.6
-51.56	0.5
-51.59	0.5
-51.62	0.5
-51.64	0.5
-51.67	0.5
-51.70	0.5
-51.73	0.6
-51.76	0.6
-51.79	0.6
-51.83	0.6
-51.87	0.7
-51.90	0.8
-51.94	0.8
-51.97	0.9
-52.00	1.0
-52.04	1.0
-52.07	1.1
-52.11	1.2
-52.14	1.3
-52.19	1.3
-52.23	1.4
-52.27	1.5
-52.31	1.5
-52.34	1.6
-52.37	1.6
-52.39	1.6
-52.42	1.5
-52.44	1.5
-52.47	1.5
-52.50	1.5
